number,class,text,score,,class,average,max,min,count,,number of > average,%,number of общий average,%
3350,27,"All my recent transfer attempts have been declined, what's going on?",0.668455669,,,,,,,,,,,
3351,27,Is there a limit on the amount I can transfer? My recent attempt was declined.,0.536804989,,,,,,,,,,,
3352,27,Can you provide more information as to why my transfer was declined?,0.724201325,,,,,,,,,,,
3353,27,I followed all the necessary steps for the transfer but it still got declined.,0.694920009,,,,,,,,,,,
3354,27,What steps can I take to prevent future declines of my transfers?,0.574636909,,,,,,,,,,,
3355,27,My last few transfers have been declining without any explanation. Can someone assist me with this issue?,0.67527088,,,,,,,,,,,
3356,27,Is there an issue with the recipient's account that might contribute to a decline in my attempted transfers?,0.579375837,,,,,,,,,,,
3357,27,How frequent do transfers get declined? This is my first time experiencing such an issue.,0.635041658,,,,,,,,,,,
3358,27,I would like more details regarding why my most recent attempt at transferring funds failed.,0.52011247,,,,,,,,,,,
3359,27,I received a message saying my transfer was declined.,0.734996683,,,,,,,,,,,
3360,27,Can you explain why my transfer was declined?,0.722772032,,,,,,,,,,,
3361,27,"All of my recent transfers have been declined, what should I do?",0.671893135,,,,,,,,,,,
3362,27,I keep receiving a decline notice when trying to initiate a transfer.,0.668117658,,,,,,,,,,,
3363,27,What are the common reasons for a transfer to be declined?,0.645293981,,,,,,,,,,,
3364,27,There seems to be an issue with transferring funds. It keeps getting declined.,0.587844413,,,,,,,,,,,
3365,27,Is there anything I can do to prevent future declines on my transfers?,0.602648934,,,,,,,,,,,
3366,27,"My payment has been repeatedly declining, can you help me figure out why?",0.413229265,,,,,,,,,,,
3367,27,My card keeps getting declined every time I try to use it.,0.400916698,,,,,,,,,,,
3368,27,I received a decline message when trying to make a deposit.,0.52546991,,,,,,,,,,,
3369,27,Why is my transfer request showing as declined?,0.697224126,,,,,,,,,,,
3370,27,"My transactions keep getting declined, even though there are enough funds in my account.",0.533449758,,,,,,,,,,,
3371,27,Please help me understand why my account was declined for a credit application.,0.460249161,,,,,,,,,,,
3372,27,I am wondering why my online transfer got rejected.,0.63267559,,,,,,,,,,,
3373,27,Transfer was not successful due to decline reason. Can someone help me with this?,0.670120816,,,,,,,,,,,
3374,27,Can you provide more details on why the transaction got declined?,0.569814432,,,,,,,,,,,
3375,27,"My payment request was denied, can you tell me the reason behind it?",0.454048801,,,,,,,,,,,
3376,27,I am unable to complete the purchase as it gets declined at checkout every time.,0.423683521,,,,,,,,,,,
3377,27,"My transfer keeps getting rejected, can you assist me with this issue?",0.635954338,,,,,,,,,,,
3378,27,"I'm having trouble making a transaction, it keeps saying 'transfer declined'.",0.676234422,,,,,,,,,,,
3379,27,What is causing my transfer to be declined continuously?,0.681284799,,,,,,,,,,,
3380,27,"My card has been declining every attempt at transferring money, what could be the problem?",0.547376012,,,,,,,,,,,
3381,27,"I keep receiving a message that says ""transfer declined"".",0.706065071,,,,,,,,,,,
3382,27,Can you tell me why I am receiving decline messages for all of my transfers?,0.618235718,,,,,,,,,,,
3383,27,What can I do if my transfer keeps failing for no apparent reason?,0.554560934,,,,,,,,,,,
3384,27,All of my attempts to make transfers have been met with the same decline message. What's going on here?,0.678220718,,,,,,,,,,,
3385,27,"Why does every transaction I attempt result in ""declined"" status?",0.500857348,,,,,,,,,,,
3386,27,"Despite having sufficient funds, my transfers are constantly being denied.",0.494004202,,,,,,,,,,,
3387,27,"I can't seem to transfer money from my account, it keeps getting declined.",0.600717165,,,,,,,,,,,
3388,27,Why has my bank transfer been rejected?,0.595138368,,,,,,,,,,,
3389,27,My attempts at transferring funds have consistently been declined. What's the issue?,0.596412731,,,,,,,,,,,
3390,27,What reasons could cause a transfer to be declined?,0.665442686,,,,,,,,,,,
3391,27,Please let me know why my transfers are constantly being declined.,0.709388519,,,,,,,,,,,
3392,27,I don't understand why my transfers are not going through - they keep getting rejected!,0.627833239,,,,,,,,,,,
3393,27,Why do transfers get declined after I enter all the correct details?,0.657103679,,,,,,,,,,,
3394,27,Can you please help me find out why all of my recent bank transfers keep showing as 'declined' on my account statement?,0.57817896,,,,,,,,,,,
3395,27,"Transfers to other accounts have always worked for me, so I'm not sure why today's attempt was just ""declined.""",0.620070119,,,,,,,,,,,
3396,27,Is there something wrong with your system that is leading to frequent transaction declines for no reason?,0.381748044,,,,,,,,,,,
3397,27,How can I resolve this issue of constant declines with every transaction?,0.387782319,,,,,,,,,,,
3398,27,"My transfer request got turned down again, what should I do?",0.589495303,,,,,,,,,,,
3399,27,"I am trying to transfer funds but it keeps showing a decline message, how can I fix it?",0.566857919,,,,,,,,,,,
3400,27,"What does the ""decline"" message mean when making a transaction?",0.480993172,,,,,,,,,,,
3401,27,"All of my recent transfers have been declined, is there something wrong with my account?",0.662096746,,,,,,,,,,,
3402,27,Why did my payment get declined when shopping online?,0.454638154,,,,,,,,,,,
3403,27,Can you give me more information on why my transfer was declined?,0.714495029,,,,,,,,,,,
3404,27,"Every time I try to make an online purchase, it gets declined. How do I fix this problem?",0.416290087,,,,,,,,,,,
3405,27,"My card has been working fine for months now, so why is it getting declined all of a sudden?",0.425968332,,,,,,,,,,,
3406,27,How can I prevent future declines on my transactions?,0.364524896,,,,,,,,,,,
3407,28,I have discovered a direct debit payment that I did not authorize and would like to dispute it.,0.588014794,,,,,,,,,,,
3408,28,I am confused about a mysterious charge on my card statement. Can you please help me identify it?,0.393636569,,,,,,,,,,,
3409,28,A seller deducted money from my account without my approval. How can I get this sorted out?,0.463033335,,,,,,,,,,,
3410,28,Can you investigate a direct debit payment that I did not make and let me know the details?,0.627135004,,,,,,,,,,,
3411,28,I need assistance with identifying an odd direct debit transaction in my records.,0.53390135,,,,,,,,,,,
3412,28,There is a questionable charge on my card statement that needs clarification.,0.406941578,,,,,,,,,,,
3413,28,What is this direct debit on my statement? It does not look familiar to me at all.,0.566983718,,,,,,,,,,,
3414,28,I believe someone may have fraudulently made purchases with my card. Can you help me investigate this issue?,0.404978896,,,,,,,,,,,
3415,28,I need to understand why there is an unusual deduction showing up in the app from an unknown source.,0.318061131,,,,,,,,,,,
3416,28,Please assist me in resolving a dispute for an unauthorized transaction made from my account history.,0.426407665,,,,,,,,,,,
3417,28,How do I cancel or get rid of an unknown Direct Debit Payment from appearing in the App?,0.572177205,,,,,,,,,,,
3418,28,I noticed a direct debit charge that I didn't approve of.,0.598398806,,,,,,,,,,,
3419,28,I think there might be fraudulent activity on my account because I see a direct debit payment that wasn't authorized by me.,0.600817814,,,,,,,,,,,
3420,28,How do I go about disputing a direct debit payment that seems erroneous?,0.569035853,,,,,,,,,,,
3421,28,"A strange direct debit has appeared in my statement, and it's definitely not mine.",0.595956516,,,,,,,,,,,
3422,28,Can you help me track down the source of an unrecognizable direct debit payment?,0.573551671,,,,,,,,,,,
3423,28,"There's an automatic transaction in my account that I don't recognize, what can I do to fix it?",0.403756897,,,,,,,,,,,
3424,28,"What steps should I take if there are unauthorized charges in my banking records, such as this mysterious direct debit payment?",0.540912537,,,,,,,,,,,
3425,28,I need assistance with removing an invalid Direct Debit from my statements. How can we sort this out?,0.504680268,,,,,,,,,,,
3426,28,Could you please check why there is a random Direct Debit on my account? It doesn't seem to be mine.,0.586562107,,,,,,,,,,,
3427,28,"I'm having trouble comprehending some transactions on my recent statements, such as the unapproved Direct Debit. Could you clarify them for me?",0.459797594,,,,,,,,,,,
3428,29,What are the terms and conditions for disposable cards?,0.679081954,,,,,,,,,,,
3429,29,Can I use a disposable card internationally?,0.45594716,,,,,,,,,,,
3430,29,Is there a time limit for using disposable cards?,0.688309345,,,,,,,,,,,
3431,29,Do all banks offer disposable card options?,0.563290417,,,,,,,,,,,
3432,29,What is the process to get a disposable card from my bank?,0.509655838,,,,,,,,,,,
3433,29,Are there any fees associated with using a virtual disposable card?,0.557029151,,,,,,,,,,,
3434,29,Can I request specific restrictions for my temporary cards?,0.483081468,,,,,,,,,,,
3435,29,What should I do if my virtual card is declined during an online transaction?,0.302031283,,,,,,,,,,,
3436,29,How secure are the transactions made with disposable cards?,0.586044124,,,,,,,,,,,
3437,29,Do temporary virtual cards expire after a certain amount of time?,0.356951671,,,,,,,,,,,
3438,29,Can I create multiple virtual disposable cards per day?,0.62415961,,,,,,,,,,,
3439,29,What are the usage restrictions for disposable cards?,0.734298284,,,,,,,,,,,
3440,29,Is there a limit on the number of transactions I can make with a single disposable card?,0.685316195,,,,,,,,,,,
3441,29,Are there any specific rules or regulations for using disposable virtual cards?,0.634170536,,,,,,,,,,,
3442,29,How many times can I use a disposable card before it expires?,0.596407909,,,,,,,,,,,
3443,29,Does creating multiple disposable cards affect my account in any way?,0.590479547,,,,,,,,,,,
3444,29,Will my purchase be declined if I exceed the transaction limit on my disposable card?,0.516915918,,,,,,,,,,,
3445,29,Are there any fees associated with creating and using disposal virtual cards?,0.486779463,,,,,,,,,,,
3446,29,What is the maximum balance that can be loaded onto a single-use virtual card?,0.428278621,,,,,,,,,,,
3447,29,"Can I share my virtual disposable card information with other people, or is it strictly for personal use only?",0.452978332,,,,,,,,,,,
3448,29,What are the advantages of using disposable virtual cards?,0.536582495,,,,,,,,,,,
3449,29,Can I use a disposable card for online purchases?,0.569377537,,,,,,,,,,,
3450,29,Is there an expiration date for disposable cards?,0.524528095,,,,,,,,,,,
3451,29,What is the process for obtaining a disposable virtual card?,0.500330622,,,,,,,,,,,
3452,29,Are there any fees associated with using disposable cards?,0.603631123,,,,,,,,,,,
3453,29,How secure are transactions made with a disposable card?,0.573453579,,,,,,,,,,,
3454,29,Do I need to provide personal information to use a disposable card?,0.419666049,,,,,,,,,,,
3455,29,Can I set my own transaction limit on a disposable card?,0.584268379,,,,,,,,,,,
3456,29,What happens if my transaction exceeds the limit on my disposable card?,0.54724026,,,,,,,,,,,
3457,29,What is the frequency limit for requesting disposable cards?,0.650085691,,,,,,,,,,,
3458,29,How many transactions do I get with each disposable card?,0.65226153,,,,,,,,,,,
3459,29,Are there any fees for using disposable cards?,0.611821044,,,,,,,,,,,
3460,29,Can I use a disposable card for online shopping?,0.559901491,,,,,,,,,,,
3461,29,What happens if I exceed the transaction limit on a disposable card?,0.564789368,,,,,,,,,,,
3462,29,Is there a cap on how many disposable cards I can obtain?,0.691763904,,,,,,,,,,,
